路段ID,路段长度(m),所属连通分量,风险扩散分数,是否为案发点所在分量,风险扩散分数(全网排序)
114,1900.3,2,0.0022794085189983557,True,87
426,3901.7,2,0.002228966726363915,True,88
851,38.1,212,0.0021791923399372137,True,89
402,2687.3,2,0.0021019573613111995,True,90
610,944.9,71,0.002067042171941502,True,91
611,963.9,71,0.0020646501620142257,True,92
719,79.5,2,0.0020045143415125433,True,93
721,80.9,2,0.0019778586100122853,True,94
478,218.5,127,0.001974214193644344,True,95
852,151.8,212,0.0019692700014759886,True,96
397,1019.3,71,0.0019597292783436063,True,97
811,102.8,2,0.0019117533022080955,True,98
690,59.7,2,0.0018393748492876872,True,99
718,79.5,2,0.0018260447598181853,True,100
615,72.5,2,0.0018112110233118133,True,101
728,294.3,2,0.0018083269358265086,True,102
729,322.4,2,0.0018018610524112456,True,103
713,250.5,2,0.0017963837587200787,True,104
720,79.9,2,0.0017918959865300507,True,105
806,121.4,197,0.0017829736098421904,True,106
847,32.2,212,0.0017645801009512846,True,107
1220,397.0,2,0.0017437421380159751,True,108
439,1768.7,2,0.001728719385529045,True,109
727,81.1,2,0.0016962572251097493,True,110
726,81.0,2,0.0016914705456677803,True,111
