路段ID,路段长度(m),所属连通分量,风险扩散分数,是否为案发点所在分量,风险扩散分数(全网排序)
296,6031.6,71,0.0016431822388395668,True,112
297,5991.9,71,0.0016270809446440062,True,113
1239,393.4,2,0.0016207702419496067,True,114
161,700.4,2,0.0016059562870430536,True,115
162,702.5,2,0.001605913090282365,True,116
490,59.7,134,0.0015582644012150104,True,117
529,169.4,140,0.0015310606595769257,True,118
498,201.5,134,0.0015182475431555777,True,119
527,277.0,140,0.001482718604703494,True,120
711,281.1,2,0.001472911949622185,True,121
707,163.9,2,0.0014566251307086557,True,122
526,49.0,140,0.0014558867182822661,True,123
525,41.7,140,0.0014429474767144082,True,124
495,83.2,134,0.0014283798749591963,True,125
494,83.2,134,0.001419680356891014,True,126
496,81.5,134,0.0014142347245548503,True,127
1171,706.8,2,0.0013662587239013247,True,128
695,125.7,2,0.0013615525987930165,True,129
411,286.2,2,0.0013035559447706745,True,130
410,278.8,2,0.0013028519308620034,True,131
430,335.7,2,0.001296114348881126,True,132
121,825.3,2,0.0012861436521801762,True,133
414,780.7,2,0.0012804293708214632,True,134
413,778.5,2,0.0012795365127794946,True,135
1062,237.9,2,0.0012424040834207806,True,136
1061,242.0,2,0.0012359512653528993,True,137
823,256.7,197,0.0011936304753467342,True,138
344,2000.8,2,0.0011793733427782548,True,139
345,1983.6,2,0.0011793733427782548,True,139
487,292.5,127,0.0011714314435955415,True,141
400,948.3,2,0.0011512341972811277,True,142
401,936.6,2,0.0011469575521810898,True,143
214,4591.5,2,0.0011445867565494448,True,144
584,1121.6,2,0.001119704036643042,True,145
522,791.3,138,0.0010995513836954281,True,146
523,175.5,140,0.001045303320983798,True,147
427,75.7,2,0.0010425446239682474,True,148
683,75.6,2,0.0010409455604421843,True,149
428,73.5,2,0.001037955303082338,True,150
682,75.7,2,0.0010336810818984607,True,151
717,300.6,2,0.00099871791268379,True,152
378,1179.4,2,0.000991256121868441,True,153
725,107.4,2,0.0009736650949344776,True,154
724,99.5,2,0.0009715483164334268,True,155
215,4588.8,2,0.0009333692565130175,True,156
499,82.0,134,0.0009047250265278237,True,157
580,119.3,2,0.0008694355874764558,True,158
579,119.6,2,0.0008676198151185227,True,159
111,227.7,2,0.0008623514593074618,True,160
511,68.0,138,0.000858772621096215,True,161
1258,608.1,212,0.0008438832576615627,True,162
517,63.4,138,0.0008288069206955289,True,163
118,348.0,2,0.0008244253317053606,True,164
117,348.4,2,0.0008244116595131952,True,165
436,69.0,2,0.0008081037398919127,True,166
435,70.5,2,0.0008080042952019593,True,167
507,312.2,2,0.0008058859291585101,True,168
722,75.3,2,0.0008009002559656704,True,169
723,73.8,2,0.0007993379393732197,True,170
576,79.4,2,0.0007924960759931309,True,171
575,78.3,2,0.0007917101949228395,True,172
614,193.9,2,0.0007880890942495694,True,173
730,81.8,2,0.0007854787380568956,True,174
949,80.1,2,0.0007764132689682445,True,175
731,80.1,2,0.0007727753627154108,True,176
513,68.4,138,0.0007686944993794806,True,177
312,1243.3,2,0.000750243862768706,True,178
311,1243.2,2,0.0007502076404161639,True,179
810,73.8,2,0.0006946215286576717,True,180
813,177.8,2,0.0006770220784649699,True,181
705,318.8,2,0.0006765055800259343,True,182
691,163.1,2,0.0006751071750107029,True,183
514,213.0,138,0.0006714596692894209,True,184
550,550.2,2,0.0006672061000560203,True,185
733,722.5,2,0.0006407961444839084,True,186
732,741.4,2,0.0006406098799019806,True,187
528,113.7,140,0.0006330184776941936,True,188
815,180.2,197,0.0006262979615397932,True,189
165,1454.6,2,0.0006225243057616283,True,190
164,1449.2,2,0.000622387654071704,True,191
577,484.2,2,0.0006084088824075261,True,192
578,456.5,2,0.0006072932617671377,True,193
457,273.1,2,0.0006041463919064899,True,194
805,52.8,197,0.0005651776213667873,True,195
471,61.8,127,0.0005639334916741338,True,196
814,88.1,197,0.0005633923667300704,True,197
712,330.9,2,0.0005416328871218332,True,198
458,382.5,2,0.000540508507008392,True,199
975,276.3,2,0.0005304108206299302,True,200
812,326.8,2,0.0005266392035344733,True,201
